825.294	156.406	897.756
792.83	157.21	900.49
880.455	157.322	898.989
798.85	158.88	900.69
873.731	158.887	898.243
865.572	159.654	897.038
862.400	160.516	896.159
825.966	161.289	896.748
856.014	161.826	895.060
822.410	162.078	897.596
823.588	166.543	896.682
868.137	166.818	896.642
857.125	167.033	894.771
851.281	167.280	893.897
797.146	167.835	900.138
839.898	168.125	894.457
907.164	168.162	899.129
799.280	168.745	899.017
894.659	172.112	898.326
789.10	172.24	899.28
795.727	173.237	899.767
867.619	173.434	895.565
862.139	173.739	894.763
882.629	173.906	897.245
794.50	174.35	899.63
871.248	174.654	896.211
822.851	174.842	895.501
814.329	175.485	896.993
855.128	176.951	893.200
872.548	178.018	896.049
909.419	178.422	898.257
793.070	179.075	899.324
837.230	179.532	893.587
796.216	179.865	898.056
868.423	180.335	894.730
892.815	181.389	897.136
812.422	181.785	895.818
870.811	182.281	895.321
876.554	182.774	896.512
794.345	183.870	897.756
809.532	183.963	896.842
817.262	184.025	894.912
850.694	184.426	892.290
878.426	184.976	896.057
845.976	185.172	892.588
845.975	185.173	892.588
856.486	185.205	892.275
868.569	185.796	894.150
871.540	186.211	895.134
808.477	188.267	896.180
862.697	188.330	892.693
874.270	188.848	895.319
810.475	189.146	895.383
876.867	189.358	895.457
828.332	189.408	893.315
878.229	189.443	895.419
871.482	190.190	894.196
854.512	190.326	891.562
851.151	190.591	892.053
876.013	191.235	894.808
912.338	191.277	896.847
845.831	192.607	891.883
863.261	193.022	892.474
837.890	193.135	892.199
849.724	193.680	890.837
859.841	194.347	891.603
788.236	194.674	897.135
889.540	195.243	895.404
854.963	196.437	890.687
840.810	196.916	891.247
875.492	197.018	894.019
870.243	197.648	893.081
864.452	198.288	892.218
841.569	198.378	890.791
848.272	198.671	890.356
821.660	199.288	893.022
861.205	199.709	890.729
835.816	199.804	891.509
834.196	200.685	891.479
837.793	201.029	890.644
908.714	201.447	895.482
774.577	201.724	897.124
856.312	202.045	890.124
890.827	202.869	894.497
843.709	204.119	890.027
799.381	204.962	894.686
879.619	205.094	893.565
779.624	205.456	896.965
867.535	206.301	891.886
802.422	206.472	893.733
871.000	206.484	892.173
771.74	206.59	896.73
875.249	206.594	892.884
851.309	206.754	889.825
818.822	207.570	892.220
835.017	208.089	890.222
862.248	208.499	889.854
831.339	208.522	891.139
777.25	208.87	896.77
777.25	208.88	896.77
779.883	209.414	895.940
867.223	209.426	891.405
838.637	210.291	890.125
836.532	210.626	890.956
834.071	210.703	890.994
860.597	211.395	889.656
794.414	212.317	894.144
843.098	212.454	889.825
863.594	212.674	890.624
857.179	212.861	889.548
842.647	213.298	890.584
839.358	213.536	890.618
798.665	213.590	893.216
849.161	213.795	889.452
854.117	213.848	889.478
911.763	214.093	893.852
766.406	215.036	896.029
851.152	215.070	890.300
860.324	215.113	890.532
863.968	215.343	890.333
834.352	215.387	889.774
853.694	215.484	890.536
858.025	216.174	889.650
845.811	216.209	890.593
781.450	216.290	894.948
808.747	216.553	891.926
856.454	216.997	890.424
870.815	217.005	890.752
851.083	217.213	890.715
892.167	217.824	892.035
838.299	218.084	889.490
771.122	218.163	896.039
786.142	218.490	893.539
814.851	218.641	891.272
773.448	219.190	894.821
778.83	220.18	894.08
857.658	221.786	888.757
878.528	222.372	890.620
873.983	222.893	889.913
845.060	222.977	888.748
761.15	223.25	895.23
768.126	223.520	895.615
852.153	223.657	888.733
789.536	223.731	894.371
917.304	224.054	892.648
777.22	224.17	893.63
899.775	226.732	890.760
886.675	227.075	890.384
765.40	227.14	895.29
877.920	227.985	889.151
781.869	228.041	892.604
767.62	228.65	894.12
766.278	230.782	894.314
787.541	230.846	891.761
920.698	230.911	891.392
894.698	231.764	889.703
755.377	232.565	894.545
800.626	232.587	890.353
762.715	232.878	894.787
882.590	233.153	888.239
760.206	235.499	894.658
869.616	235.776	887.232
814.215	236.015	888.435
861.018	237.787	886.078
903.533	237.886	889.011
777.261	238.154	893.257
817.058	238.160	888.086
759.092	238.278	894.531
836.755	238.965	887.456
851.325	239.053	886.652
845.784	239.455	886.406
888.203	240.241	887.104
878.277	240.967	886.759
759.991	241.226	893.496
767.05	241.60	892.37
869.174	242.236	886.002
863.929	242.823	885.436
771.614	243.263	891.737
755.748	243.496	894.153
850.405	245.802	885.320
918.161	246.036	888.367
845.024	246.258	885.572
833.421	246.916	886.843
790.522	247.141	889.308
772.381	247.958	892.074
811.274	248.242	887.406
765.513	250.042	891.555
896.684	250.223	885.778
744.91	250.30	893.18
743.576	252.628	893.029
749.765	253.504	893.419
751.868	253.602	892.774
748.546	254.914	893.177
878.921	255.236	884.071
748.15	255.38	893.10
846.274	256.092	884.354
749.41	256.15	892.99
751.58	256.79	892.20
750.464	257.165	892.285
858.003	257.264	883.436
835.630	257.296	885.502
864.749	257.483	882.720
919.272	257.892	885.835
747.097	258.249	892.986
764.666	258.725	891.944
760.91	258.93	890.99
759.442	259.479	891.154
811.342	260.635	886.446
792.676	261.812	887.302
781.444	262.443	888.518
744.115	263.049	892.656
768.048	263.314	889.732
839.327	264.088	884.368
846.658	264.488	883.295
906.831	265.093	883.737
851.006	265.224	882.920
855.284	266.313	882.572
894.581	266.583	882.872
864.298	267.278	881.617
880.378	267.959	881.609
751.54	268.03	890.54
888.054	268.324	882.020
740.840	268.683	892.312
760.58	269.12	889.53
795.285	269.650	886.392
838.466	270.242	883.402
819.517	270.438	884.944
845.778	270.439	882.756
732.651	270.593	891.739
849.746	271.643	882.347
778.813	272.766	887.277
737.690	273.058	891.928
753.332	273.294	889.600
759.689	273.750	888.821
761.24	277.48	888.31
751.36	279.19	888.82
747.87	279.92	889.10
